target,listing_type,kitchen_type,building_condition,postcode,tenement_building,double_glazing,furnished,bathroom,m2,bedrooms,number_bedrooms
977,Apartment,Not installed,Good,1070,No,Yes,No,1.0,82,15,2
1010,Other,Hyper equipped,Good,1040,No,Yes,No,1.0,68,10,1
1425,Apartment,Hyper equipped,Renovated,1140,No,Yes,Yes,1.0,60,15,1
2600,Other,Hyper equipped,Renovated,1000,No,Yes,Yes,2.0,149,10,3
3700,Apartment,Hyper equipped,Renovated,1000,No,Yes,Yes,2.0,161,24,3
2800,Apartment,Hyper equipped,Renovated,1050,No,Yes,Unknown,3.0,200,10,3
1850,Apartment,Hyper equipped,Renovated,1140,No,Yes,Yes,1.0,89,15,2
1640,Apartment,Not installed,Good,1000,No,Yes,No,2.0,128,10,3
3525,Apartment,Hyper equipped,Good,1180,No,No,Yes,2.0,100,10,2
1090,Apartment,Installed,Renovated,1200,No,Yes,Yes,1.0,70,10,2
1245,Other,Hyper equipped,Renovated,,No,Yes,Yes,1.0,70,15,1
1600,Other,Hyper equipped,Renovated,1030,No,Yes,Unknown,2.0,94,10,3
965,Apartment,Hyper equipped,Good,1040,No,Yes,No,1.0,65,16,1
885,Apartment,Installed,Good,,No,Yes,Unknown,1.0,70,18,1
1730,Apartment,Hyper equipped,Good,1040,No,Yes,No,2.0,130,10,3
900,Apartment,Semi equipped,Renovated,1040,No,Yes,Yes,1.0,40,12,1
1200,Other,Not installed,Renovated,1040,No,No,Yes,1.0,128,25,1
1100,Apartment,Not installed,Good,1180,No,Yes,No,1.0,65,14,1
1100,Apartment,Installed,Renovated,1030,No,Yes,No,5.0,105,16,2
1065,Apartment,Hyper equipped,Renovated,1140,No,Yes,No,1.0,86,16,2
1295,Apartment,Hyper equipped,Renovated,1000,No,Yes,Yes,1.0,67,10,1
1915,Apartment,Hyper equipped,Renovated,1200,No,Yes,No,2.0,125,19,3
1080,Apartment,Hyper equipped,Renovated,1000,No,Yes,No,2.0,75,12,1
2500,Other,Not installed,Good,1170,No,Yes,No,1.0,145,10,3
1500,Apartment,Not installed,Renovated,1180,No,Yes,No,2.0,118,10,2
650,Other,Installed,Good,1200,No,No,Unknown,1.0,109,10,1
1280,Other,Hyper equipped,Renovated,1050,No,Yes,No,1.0,80,10,2
1210,Apartment,Installed,Good,1080,No,Yes,Unknown,2.0,120,18,2
1085,Apartment,Not installed,Good,1000,No,Yes,Yes,1.0,70,12,2
1500,Apartment,Hyper equipped,Renovated,1050,No,Yes,No,1.0,100,10,2
5630,Other,Hyper equipped,Renovated,1050,No,Yes,Yes,2.0,191,13,2
1500,Apartment,Hyper equipped,Renovated,1030,No,Yes,No,1.0,95,16,2
1300,Apartment,Installed,Good,1040,No,Yes,No,2.0,150,10,2
1730,Apartment,Installed,Good,1150,No,Yes,No,2.0,128,16,3
1900,Apartment,Not installed,Good,1180,No,Yes,No,2.0,110,10,2
1100,Apartment,Hyper equipped,Renovated,1140,No,Yes,No,1.0,69,14,1
850,Apartment,Not installed,Renovated,,No,Yes,Unknown,1.0,50,10,2
1070,Other,Installed,Good,1170,No,Yes,Unknown,1.0,90,10,2
1655,Apartment,Hyper equipped,Renovated,1180,No,Yes,Unknown,1.0,98,16,2
2500,Other,Not installed,Renovated,1000,No,Yes,No,3.0,270,10,3
1200,Other,Hyper equipped,Good,1070,No,Yes,Unknown,1.0,140,16,2
930,Apartment,Hyper equipped,Renovated,1050,No,Yes,No,1.0,119,10,1
1750,Apartment,Hyper equipped,Renovated,1050,No,Yes,No,2.0,160,20,3
6000,Other,Hyper equipped,Renovated,1050,No,Yes,No,3.0,187,25,3
3075,Apartment,Hyper equipped,Renovated,1050,No,Yes,No,3.0,187,23,3
4410,Apartment,Hyper equipped,Renovated,1050,No,Yes,Yes,3.0,210,17,3
1380,Apartment,Not installed,Renovated,1050,No,Yes,No,1.0,100,10,2
1400,Apartment,Semi equipped,Renovated,1200,No,Yes,No,1.0,126,15,3
1450,Apartment,Installed,Good,1180,No,Yes,Unknown,2.0,100,13,2
1030,Apartment,Installed,Renovated,1200,No,Yes,Yes,1.0,65,18,1
1250,Apartment,Hyper equipped,Renovated,1070,No,Yes,Unknown,1.0,105,10,1
2300,Other,Hyper equipped,Renovated,1050,No,Yes,No,2.0,101,17,2
1125,Other,Hyper equipped,Good,1000,No,Yes,No,1.0,90,14,2
1100,Apartment,Hyper equipped,Renovated,1050,No,Yes,No,1.0,56,12,1
1370,Apartment,Hyper equipped,Renovated,1000,No,Yes,No,1.0,100,16,2
2120,Apartment,Hyper equipped,Renovated,1050,No,Yes,No,2.0,130,19,2
1350,Apartment,Hyper equipped,Renovated,1050,No,Yes,Yes,1.0,40,11,1
1300,Apartment,Hyper equipped,Renovated,,No,Yes,No,1.0,75,16,2
1590,Apartment,Hyper equipped,Renovated,1050,No,Yes,No,2.0,103,13,2
1650,Apartment,Hyper equipped,Renovated,1160,No,Yes,Yes,1.0,100,14,2
2601,Other,Hyper equipped,Renovated,1140,No,Yes,No,3.0,300,25,5
1750,Apartment,Hyper equipped,Renovated,1050,No,Yes,No,2.0,103,13,2
2150,Apartment,Hyper equipped,Renovated,1040,No,Yes,No,1.0,125,15,3
1300,Apartment,Hyper equipped,Good,1040,No,Yes,No,1.0,90,15,1
660,Other,Not installed,Good,1190,No,Yes,No,1.0,37,10,1
1825,Apartment,Hyper equipped,Renovated,1180,No,Yes,No,2.0,140,10,3
1700,Apartment,Hyper equipped,Good,1180,No,Yes,No,1.0,140,20,2
1150,Other,Hyper equipped,Good,1050,No,Yes,Yes,2.0,78,15,1
3150,Apartment,Hyper equipped,Renovated,1150,No,Yes,No,2.0,135,15,3
1515,Apartment,Hyper equipped,Renovated,1140,No,Yes,No,1.0,96,15,2
2000,Other,Hyper equipped,Good,1000,No,Yes,No,2.0,160,15,2
1420,Apartment,Installed,No renovated,1150,No,Yes,No,2.0,89,12,2
1100,Apartment,Installed,Renovated,1200,No,Yes,No,2.0,88,13,2
1350,Apartment,Installed,Good,1150,No,Yes,No,1.0,100,15,2
1800,Apartment,Hyper equipped,Renovated,1000,No,Yes,Yes,1.0,100,10,1
1560,Other,Installed,Renovated,1200,No,Yes,No,2.0,100,18,2
1700,Apartment,Hyper equipped,Renovated,1140,No,Yes,No,2.0,140,13,3
1300,Apartment,Not installed,Good,,No,No,Unknown,1.0,90,10,2
800,Apartment,Installed,Good,1080,No,Yes,No,1.0,105,16,1
780,Apartment,Hyper equipped,Good,1200,No,Yes,No,1.0,50,10,1
780,Apartment,Semi equipped,Renovated,1050,No,Yes,No,1.0,55,10,1
1650,Apartment,Hyper equipped,Renovated,1050,No,Yes,No,1.0,120,10,2
965,Apartment,Installed,Good,1040,No,Yes,No,1.0,38,10,1
1050,Apartment,Installed,Renovated,1020,No,Yes,No,1.0,70,10,2
1650,Apartment,Semi equipped,Renovated,1050,No,Yes,Unknown,2.0,120,10,3
2020,Apartment,Hyper equipped,Renovated,1040,No,Yes,Yes,1.0,110,10,3
1625,Apartment,Installed,Good,1180,No,Yes,No,2.0,88,15,2
1440,Apartment,Installed,Renovated,1160,No,Yes,No,1.0,97,10,2
3600,Other,Installed,Good,1180,No,No,No,3.0,270,10,5
3600,Other,Installed,Good,1180,No,Yes,Yes,3.0,220,10,4
1410,Apartment,Hyper equipped,Renovated,1040,No,Yes,Unknown,1.0,128,12,2
1330,Other,Not installed,Good,,No,Yes,Unknown,2.0,100,18,2
1035,Other,Installed,Renovated,1050,No,Yes,No,1.0,80,10,1
1150,Apartment,Hyper equipped,Good,1040,No,Yes,Yes,1.0,65,10,1
1895,Other,Not installed,Renovated,1200,No,Yes,Unknown,2.0,140,16,4
1020,Apartment,Not installed,Good,1180,No,Yes,Unknown,1.0,128,10,1
820,Apartment,Installed,Good,1060,No,No,No,1.0,45,10,1
1135,Apartment,Hyper equipped,Renovated,1200,No,Yes,No,1.0,64,10,1
900,Apartment,Hyper equipped,Renovated,1050,No,Yes,No,1.0,51,14,1
1350,Apartment,Hyper equipped,Renovated,1000,No,Yes,No,1.0,71,15,2
1350,Apartment,Semi equipped,Renovated,1000,No,Yes,No,2.0,68,15,2
1350,Apartment,Hyper equipped,Good,1000,No,Yes,Unknown,2.0,71,15,2
1300,Apartment,Hyper equipped,Renovated,1140,No,Yes,Unknown,1.0,85,13,2
910,Apartment,Installed,Good,1150,No,Yes,Unknown,1.0,128,10,1
1170,Apartment,Hyper equipped,Good,1050,No,Yes,No,1.0,60,10,1
2751,Other,Hyper equipped,Renovated,1040,No,Yes,Unknown,3.0,240,29,5
1680,Other,Installed,Renovated,,No,Yes,No,2.0,120,14,2
2100,Other,Installed,Good,1170,No,No,No,2.0,180,10,4
1675,Apartment,Installed,Good,1050,No,No,Yes,2.0,100,10,1
2250,Other,Installed,Good,1050,No,No,No,2.0,160,15,2
1650,Apartment,Installed,Renovated,1050,No,Yes,Unknown,0.0,101,10,2
1390,Apartment,Hyper equipped,Renovated,1180,No,Yes,No,1.0,90,10,2
900,Apartment,Semi equipped,Renovated,1190,No,Yes,No,1.0,55,12,1
1465,Apartment,Not installed,Good,1030,No,Yes,No,2.0,79,10,2
795,Apartment,Installed,Good,1050,No,No,No,1.0,40,10,1
2600,Apartment,Hyper equipped,Good,1050,No,Yes,No,3.0,150,18,2
1350,Apartment,Hyper equipped,Good,1050,No,Yes,No,1.0,80,12,2
1650,Apartment,Hyper equipped,Good,,No,Yes,No,1.0,82,10,2
1950,Apartment,Installed,No renovated,,No,Yes,No,2.0,160,15,2
1075,Apartment,Not installed,Good,1000,No,Yes,No,1.0,75,12,2
870,Apartment,Hyper equipped,Good,,No,Yes,Unknown,1.0,70,10,1
2150,Apartment,Hyper equipped,Good,1150,No,No,Unknown,2.0,145,35,3
1250,Apartment,Installed,Good,1060,No,Yes,Unknown,1.0,85,10,2
540,Other,Not installed,Good,,No,No,Unknown,0.0,128,10,1
1500,Apartment,Installed,Renovated,1190,No,Yes,No,1.0,100,12,2
1700,Apartment,Hyper equipped,Good,1150,No,Yes,Unknown,1.0,100,10,2
1425,Apartment,Not installed,Renovated,1180,No,Yes,No,2.0,90,15,2
2550,Apartment,Not installed,Good,1150,No,Yes,No,2.0,160,10,3
1700,Apartment,Not installed,Good,1030,No,Yes,No,0.0,135,10,1
2400,Apartment,Not installed,Renovated,1050,No,Yes,No,1.0,153,10,2
2030,Apartment,Installed,Good,1050,No,Yes,Yes,1.0,110,25,3
2700,Other,Hyper equipped,Good,1180,No,No,No,4.0,235,10,5
1400,Apartment,Not installed,Good,1030,No,Yes,No,0.0,142,10,3
1500,Other,Hyper equipped,Good,1030,No,Yes,No,2.0,128,10,3
1450,Apartment,Not installed,Good,1060,No,Yes,Unknown,2.0,128,10,2
3100,Other,Not installed,Renovated,1150,No,Yes,Yes,2.0,220,25,4
950,Apartment,Hyper equipped,Renovated,1150,No,Yes,No,1.0,56,12,1
1270,Apartment,Not installed,Good,1180,No,Yes,No,1.0,96,10,2
795,Apartment,Not installed,Good,1050,No,Yes,No,1.0,45,10,1
1500,Apartment,Not installed,Renovated,1190,No,Yes,Unknown,1.0,94,16,2
1090,Apartment,Semi equipped,Good,1000,No,Yes,Yes,1.0,56,11,1
1040,Apartment,Hyper equipped,Good,1050,No,Yes,No,1.0,60,10,1
2570,Other,Hyper equipped,Renovated,1180,No,Yes,Unknown,2.0,201,30,3
2000,Other,Installed,Renovated,1000,No,Yes,Unknown,2.0,160,15,2
750,Apartment,Not installed,Good,1210,No,No,Unknown,0.0,50,10,2
2210,Other,Hyper equipped,Good,1180,No,Yes,No,2.0,160,10,2
1000,Other,Hyper equipped,Renovated,1160,No,Yes,No,1.0,40,11,1
1075,Other,Hyper equipped,Renovated,1050,No,No,No,1.0,95,10,1
1125,Other,Not installed,Good,1180,No,No,No,1.0,65,10,1
1180,Apartment,Installed,Good,1040,No,No,No,1.0,75,11,2
2250,Other,Not installed,Renovated,1180,No,No,No,2.0,185,10,3
890,Other,Semi equipped,Renovated,1050,No,No,Unknown,2.0,85,10,2
965,Apartment,Not installed,Good,1180,No,Yes,No,0.0,70,10,1
960,Apartment,Installed,Renovated,1180,No,Yes,Yes,1.0,128,10,1
820,Other,Not installed,Good,1040,No,Yes,Yes,1.0,43,10,1
1750,Other,Hyper equipped,Renovated,1050,No,Yes,No,3.0,95,10,2
1095,Apartment,Hyper equipped,Renovated,,No,Yes,Unknown,1.0,97,14,3
950,Apartment,Hyper equipped,Renovated,1000,No,Yes,Yes,1.0,60,16,1
2720,Other,Hyper equipped,Renovated,1050,No,Yes,No,2.0,150,16,3
1400,Apartment,Not installed,Renovated,,No,Yes,Yes,1.0,45,10,1
1400,Apartment,Installed,Renovated,,No,No,Yes,1.0,50,15,1
1250,Other,Installed,Good,1200,No,Yes,No,1.0,100,12,2
3000,Other,Hyper equipped,Renovated,1040,No,Yes,Unknown,4.0,240,18,4
1750,Apartment,Hyper equipped,Good,1040,No,Yes,No,1.0,120,14,2
1250,Apartment,Installed,Renovated,1000,No,Yes,No,1.0,125,20,2
1650,Apartment,Hyper equipped,Renovated,1030,No,Yes,Unknown,1.0,129,14,2
1170,Apartment,Hyper equipped,Good,1200,No,No,Yes,1.0,55,10,1
1350,Apartment,Installed,Renovated,1000,No,No,Unknown,2.0,72,10,1
1150,Apartment,Installed,Renovated,1020,No,Yes,Unknown,1.0,93,11,2
1100,Apartment,Hyper equipped,Renovated,,No,Yes,Unknown,1.0,72,13,2
1005,Apartment,Not installed,Good,1060,No,No,Unknown,1.0,75,16,1
1340,Apartment,Not installed,Good,1200,No,No,Yes,0.0,128,10,2
1400,Other,Not installed,Renovated,1180,No,No,Unknown,1.0,100,10,2
1430,Apartment,Hyper equipped,Renovated,1200,No,Yes,Unknown,1.0,110,10,2
975,Apartment,Hyper equipped,Renovated,1082,No,Yes,Unknown,1.0,65,14,1
2600,Apartment,Hyper equipped,Renovated,1180,No,Yes,Yes,1.0,95,16,2
1150,Apartment,Not installed,Good,1150,No,No,Unknown,0.0,128,10,2
1150,Apartment,Hyper equipped,Good,1050,No,Yes,Yes,1.0,128,65,1
700,Other,Not installed,Good,1070,No,No,Yes,0.0,128,10,1
1580,Other,Installed,Renovated,1000,No,Yes,Yes,1.0,95,20,2
1700,Other,Installed,Good,1200,No,Yes,Unknown,1.0,165,16,3
1550,Other,Hyper equipped,Good,1070,No,Yes,No,1.0,130,16,2
725,Other,Not installed,Renovated,1060,No,Yes,Unknown,1.0,128,10,2
2840,Other,Not installed,Renovated,1180,No,Yes,Yes,1.0,200,20,2
1500,Apartment,Not installed,Renovated,1060,No,Yes,Unknown,1.0,128,16,2
950,Apartment,Semi equipped,Good,1050,No,Yes,Unknown,1.0,104,15,1
1450,Other,Hyper equipped,Renovated,1050,No,Yes,No,1.0,85,10,2
725,Other,Installed,Renovated,,No,Yes,Unknown,1.0,55,10,1
1490,Apartment,Hyper equipped,Renovated,1000,No,Yes,No,2.0,100,15,2
945,Apartment,Not installed,Good,1050,No,No,Unknown,1.0,128,20,1
1050,Apartment,Installed,Good,1200,No,Yes,No,1.0,59,9,1
975,Apartment,Not installed,Good,,No,Yes,Unknown,1.0,128,10,1
1000,Other,Installed,Renovated,1030,No,Yes,Yes,1.0,45,5,1
980,Apartment,Installed,Renovated,1120,No,No,Unknown,1.0,75,10,1
1420,Apartment,Not installed,Good,,No,Yes,Unknown,2.0,98,12,2
1500,Apartment,Hyper equipped,Good,,No,Yes,Unknown,1.0,110,11,2
1340,Apartment,Semi equipped,Renovated,,No,Yes,Unknown,1.0,120,19,2
880,Other,Semi equipped,Good,1000,No,Yes,Unknown,1.0,40,10,1
825,Apartment,Installed,Good,,No,Yes,Unknown,1.0,80,20,1
1420,Apartment,Hyper equipped,Renovated,1180,No,Yes,No,1.0,60,19,1
1140,Other,Hyper equipped,Renovated,,No,Yes,No,1.0,115,11,1
1400,Apartment,Hyper equipped,Renovated,1050,No,Yes,Unknown,1.0,80,10,2
2250,Other,Installed,Good,,No,Yes,No,2.0,180,15,4
1350,Other,Hyper equipped,Good,1200,No,Yes,Yes,1.0,128,60,1
650,Other,Installed,Good,,No,No,No,1.0,39,10,1
1140,Apartment,Not installed,Renovated,1000,No,Yes,Unknown,1.0,75,12,1
1380,Apartment,Not installed,Renovated,1190,No,Yes,Unknown,1.0,130,14,2
1580,Apartment,Hyper equipped,Good,1040,No,Yes,Unknown,1.0,90,14,2
1440,Apartment,Hyper equipped,Good,1180,No,No,No,1.0,95,10,2
1600,Apartment,Hyper equipped,Good,1180,No,No,Yes,1.0,70,10,1
1450,Other,Hyper equipped,Good,1180,No,No,Yes,2.0,107,10,2
1650,Apartment,Hyper equipped,Renovated,1150,No,Yes,Unknown,1.0,110,13,2
1545,Apartment,Not installed,Good,1050,No,No,No,0.0,120,10,1
830,Other,Installed,Good,,No,Yes,Yes,1.0,36,10,1
1650,Apartment,Installed,Renovated,1030,No,Yes,Yes,1.0,80,14,2
1450,Other,Installed,Renovated,1030,No,Yes,Yes,2.0,100,15,2
2240,Other,Hyper equipped,Renovated,1081,No,Yes,Yes,3.0,170,16,2
1300,Apartment,Installed,Good,1200,No,Yes,Yes,1.0,100,13,2
1050,Apartment,Installed,Good,1090,No,Yes,No,1.0,101,16,2
1540,Apartment,Hyper equipped,Good,1083,No,Yes,No,2.0,115,14,3
880,Apartment,Semi equipped,Renovated,1200,No,Yes,No,1.0,35,7,1
1780,Apartment,Hyper equipped,Renovated,1150,No,Yes,No,2.0,130,16,2
1300,Other,Not installed,Renovated,,No,Yes,No,1.0,119,14,1
2000,Other,Installed,Renovated,1000,No,Yes,No,1.0,160,10,1
2085,Apartment,Hyper equipped,Renovated,1160,No,Yes,No,2.0,169,21,2
2200,Apartment,Hyper equipped,Renovated,1160,No,Yes,No,2.0,125,10,3
2950,Other,Hyper equipped,Good,1180,No,Yes,No,4.0,250,19,5
2900,Other,Hyper equipped,Good,1180,No,Yes,No,3.0,250,29,5
1650,Apartment,Hyper equipped,Good,1180,No,Yes,No,2.0,180,16,2
1650,Other,Hyper equipped,Good,1180,No,Yes,No,2.0,180,16,2
1200,Apartment,Hyper equipped,Renovated,1040,No,Yes,Unknown,1.0,77,14,2
1200,Other,Installed,Renovated,1070,No,Yes,Unknown,1.0,75,14,2
1100,Apartment,Installed,Renovated,1000,No,Yes,Unknown,1.0,72,10,1
1290,Apartment,Installed,Good,1030,No,Yes,No,1.0,110,10,2
900,Apartment,Hyper equipped,Renovated,1050,No,Yes,No,1.0,65,10,1
950,Other,Hyper equipped,Good,1040,No,Yes,No,1.0,40,10,1
1420,Apartment,Hyper equipped,Good,1040,No,Yes,Yes,1.0,100,10,2
1135,Apartment,Hyper equipped,Renovated,1050,No,Yes,No,1.0,128,10,1
920,Apartment,Installed,Good,1090,No,Yes,No,1.0,80,10,1
1375,Apartment,Not installed,Good,1050,No,Yes,No,1.0,85,10,2
3750,Apartment,Not installed,Good,1050,No,Yes,No,2.0,275,10,4
1250,Other,Not installed,Good,1030,No,No,No,0.0,121,10,2
1180,Apartment,Hyper equipped,Good,1190,No,Yes,No,1.0,73,9,2
2450,Apartment,Hyper equipped,Renovated,1000,No,Yes,No,2.0,108,10,3
1515,Other,Installed,Renovated,1200,No,Yes,Unknown,1.0,97,13,2
1325,Apartment,Installed,Renovated,,No,Yes,No,1.0,95,14,2
2600,Apartment,Hyper equipped,Renovated,1050,No,Yes,No,3.0,123,20,2
1200,Apartment,Not installed,Good,,No,Yes,Unknown,1.0,95,17,2
2730,Apartment,Hyper equipped,Renovated,1050,No,Yes,No,3.0,122,20,2
2620,Apartment,Hyper equipped,Renovated,1050,No,Yes,No,3.0,123,20,2
875,Apartment,Semi equipped,Good,1070,No,Yes,No,1.0,70,10,1
886,Apartment,Installed,Good,1040,No,Yes,No,1.0,55,10,1
1800,Apartment,Installed,Renovated,1040,No,Yes,No,1.0,130,15,3
1490,Apartment,Hyper equipped,Good,1050,No,Yes,Yes,2.0,75,10,2
1400,Apartment,Installed,Good,1180,No,No,Unknown,1.0,126,16,2
2200,Other,Hyper equipped,Renovated,,No,Yes,Yes,2.0,125,17,3
1450,Other,Installed,Renovated,1000,No,No,Unknown,2.0,170,18,3
1440,Apartment,Hyper equipped,Renovated,1140,No,Yes,No,1.0,95,15,2
1800,Other,Installed,Good,,No,Yes,No,1.0,120,10,3
945,Apartment,Hyper equipped,Renovated,1200,No,Yes,No,1.0,64,10,1
1960,Apartment,Hyper equipped,Good,1040,No,Yes,No,1.0,166,25,2
1960,Apartment,Hyper equipped,Good,1150,No,Yes,No,1.0,166,25,2
1180,Other,Hyper equipped,Renovated,1050,No,Yes,Yes,1.0,90,10,1
1395,Apartment,Installed,Good,1040,No,Yes,No,1.0,95,20,2
1350,Apartment,Installed,Good,1180,No,Yes,No,1.0,71,10,2
3100,Other,Hyper equipped,Renovated,1180,No,Yes,No,3.0,203,19,4
1200,Apartment,Installed,Renovated,1050,No,Yes,No,1.0,85,14,2
1050,Apartment,Installed,Renovated,1000,No,Yes,No,1.0,60,18,1
1540,Apartment,Hyper equipped,Renovated,1180,No,Yes,No,2.0,110,24,2
1260,Apartment,Not installed,Good,1000,No,Yes,Unknown,0.0,128,10,2
1425,Apartment,Hyper equipped,Good,1200,No,Yes,No,1.0,110,10,2
1260,Apartment,Installed,Good,1000,No,Yes,No,1.0,87,13,2
690,Apartment,Semi equipped,Good,,No,Yes,Unknown,1.0,128,10,1
1850,Apartment,Not installed,Good,1180,No,Yes,No,1.0,140,10,2
2500,Other,Hyper equipped,Good,1180,No,Yes,No,1.0,170,10,3
1000,Apartment,Semi equipped,Renovated,1030,No,Yes,No,1.0,70,10,2
2159,Other,Not installed,Good,1150,No,No,Unknown,2.0,135,10,4
1250,Apartment,Installed,Good,1000,No,Yes,Unknown,1.0,76,10,2
2700,Other,Hyper equipped,Renovated,1050,No,Yes,No,1.0,164,21,3
1660,Apartment,Not installed,Good,1000,No,Yes,No,1.0,140,14,2
795,Other,Not installed,Good,1040,No,Yes,Yes,1.0,53,10,1
1700,Apartment,Hyper equipped,Good,1180,No,Yes,Unknown,2.0,90,15,2
900,Other,Not installed,Renovated,1150,No,Yes,Unknown,1.0,45,10,1
1430,Other,Hyper equipped,Renovated,1050,No,Yes,No,2.0,141,10,3
830,Other,Not installed,Renovated,1090,No,Yes,Yes,1.0,128,42,1
1050,Other,Semi equipped,Good,1050,No,Yes,No,1.0,53,10,1
3300,Apartment,Hyper equipped,Renovated,1050,No,Yes,No,4.0,198,16,4
4650,Apartment,Hyper equipped,Renovated,1050,No,Yes,No,2.0,186,18,3
4400,Apartment,Hyper equipped,Renovated,1050,No,Yes,No,4.0,215,23,3
1700,Other,Hyper equipped,Renovated,1050,No,Yes,Yes,1.0,110,10,2
1460,Apartment,Hyper equipped,Renovated,1190,No,Yes,No,1.0,112,13,2
1600,Apartment,Hyper equipped,Good,1000,No,Yes,Yes,1.0,65,12,1
2800,Other,Hyper equipped,Renovated,1000,No,Yes,No,2.0,266,18,3
1700,Apartment,Not installed,Renovated,1180,No,Yes,No,1.0,95,17,2
2450,Apartment,Hyper equipped,Renovated,1160,No,Yes,No,2.0,138,10,3
1200,Apartment,Installed,Renovated,1160,No,Yes,Yes,1.0,77,15,1
1330,Apartment,Hyper equipped,Renovated,1180,No,Yes,No,2.0,137,20,2
2300,Apartment,Hyper equipped,Renovated,1180,No,Yes,No,2.0,135,15,2
1650,Other,Installed,Renovated,1160,No,Yes,No,2.0,180,16,2
1400,Apartment,Installed,Renovated,1200,No,Yes,No,1.0,113,14,2
1720,Apartment,Hyper equipped,Renovated,1200,No,Yes,Yes,1.0,115,18,2
1450,Apartment,Hyper equipped,Renovated,1000,No,Yes,Yes,1.0,90,15,2
2660,Other,Hyper equipped,Renovated,1050,No,Yes,No,2.0,170,15,2
2000,Apartment,Hyper equipped,Renovated,,No,Yes,Yes,1.0,75,10,1
1485,Apartment,Installed,Good,1200,No,Yes,Unknown,1.0,128,10,3
1800,Other,Installed,Good,,No,Yes,Unknown,1.0,128,10,3
905,Apartment,Hyper equipped,Renovated,1020,No,Yes,Unknown,1.0,56,10,1
900,Other,Not installed,Renovated,1000,No,Yes,Unknown,1.0,55,10,1
1040,Apartment,Hyper equipped,Good,1150,No,Yes,Unknown,1.0,73,10,2
1500,Apartment,Installed,Renovated,1050,No,Yes,Yes,1.0,88,18,1
2100,Other,Installed,Renovated,1200,No,Yes,Unknown,1.0,128,10,3
930,Other,Semi equipped,Good,1000,No,Yes,No,1.0,64,10,1
785,Apartment,Semi equipped,Good,1000,No,No,Unknown,1.0,128,65,2
1975,Apartment,Hyper equipped,Renovated,1000,No,Yes,No,2.0,120,15,2
1400,Apartment,Hyper equipped,Renovated,1000,No,Yes,No,1.0,127,10,1
1440,Apartment,Not installed,Good,,No,Yes,No,1.0,85,10,2
1170,Apartment,Not installed,Good,1040,No,Yes,No,1.0,71,10,2
1700,Apartment,Hyper equipped,Good,1000,No,Yes,No,1.0,131,16,3
1250,Apartment,Not installed,Renovated,1000,No,No,Yes,0.0,65,20,1
2950,Other,Hyper equipped,Renovated,1000,No,No,Unknown,2.0,211,10,3
1250,Other,Hyper equipped,Good,1000,No,Yes,No,1.0,85,15,2
1300,Other,Installed,Renovated,1030,No,Yes,No,2.0,120,15,2
1750,Apartment,Hyper equipped,Renovated,1070,No,Yes,Unknown,2.0,180,10,3
858,Apartment,Semi equipped,Renovated,1090,No,Yes,Unknown,2.0,82,13,2
875,Apartment,Hyper equipped,Good,1040,No,Yes,Yes,1.0,50,10,1
1575,Apartment,Installed,Good,1040,No,Yes,Yes,1.0,65,10,1
1325,Apartment,Not installed,Good,1040,No,Yes,Yes,1.0,50,10,1
950,Apartment,Installed,Good,1020,No,No,No,1.0,90,10,2
1400,Apartment,Installed,Good,1050,No,Yes,Unknown,1.0,105,29,1
1072,Other,Installed,Renovated,1030,No,Yes,No,1.0,62,14,1
1650,Apartment,Hyper equipped,Good,1040,No,Yes,Yes,1.0,105,10,2
1100,Apartment,Installed,Good,1050,No,No,Yes,1.0,50,10,1
2280,Other,Hyper equipped,Renovated,1050,No,Yes,No,2.0,130,15,3
1450,Apartment,Hyper equipped,Good,1040,No,Yes,Yes,1.0,107,10,2
1335,Apartment,Not installed,Renovated,1160,No,Yes,No,1.0,96,14,2
2800,Apartment,Installed,Good,1000,No,Yes,No,2.0,266,17,3
1575,Apartment,Hyper equipped,Good,1050,No,Yes,Yes,1.0,65,12,1
1390,Other,Installed,Good,1000,No,Yes,No,1.0,120,13,2
1440,Apartment,Installed,Renovated,1140,No,Yes,No,1.0,95,15,2
2100,Other,Not installed,Renovated,,No,Yes,Unknown,2.0,170,25,4
1600,Apartment,Not installed,Good,1040,No,Yes,Yes,1.0,70,10,1
950,Apartment,Not installed,Renovated,1000,No,Yes,Unknown,1.0,128,10,2
1050,Apartment,Hyper equipped,Good,1180,No,No,Yes,1.0,50,10,1
875,Other,Hyper equipped,Good,1160,No,Yes,Yes,1.0,45,8,1
1320,Apartment,Installed,Good,1140,No,Yes,No,1.0,102,16,2
1455,Other,Hyper equipped,Renovated,1070,No,Yes,No,2.0,128,10,3
1300,Apartment,Installed,Good,1180,No,Yes,No,1.0,115,22,2
916,Apartment,Installed,Renovated,1020,No,Yes,No,1.0,55,10,1
1410,Apartment,Hyper equipped,Renovated,1050,No,Yes,No,1.0,95,10,2
900,Apartment,Not installed,Good,1040,No,Yes,No,1.0,70,10,1
1650,Apartment,Hyper equipped,Renovated,1040,No,Yes,Yes,1.0,68,12,1
2250,Other,Installed,Good,,No,Yes,No,3.0,185,10,4
2745,Apartment,Installed,Good,1180,No,No,No,2.0,280,10,3
920,Apartment,Installed,Renovated,,No,Yes,No,1.0,68,10,1
1450,Other,Hyper equipped,Renovated,1030,No,Yes,Yes,1.0,107,15,2
