target,listing_type,kitchen_type,building_condition,postcode,double_glazing,bathroom,m2,number_bedrooms
1750,Apartment,Hyper equipped,Good,1040,Yes,1.0,120,2
1250,Apartment,Installed,Renovated,1000,Yes,1.0,125,2
1650,Apartment,Hyper equipped,Renovated,1030,Yes,1.0,129,2
1170,Apartment,Hyper equipped,Good,1200,No,1.0,55,1
1350,Apartment,Installed,Renovated,1000,No,2.0,72,1
1150,Apartment,Installed,Renovated,1020,Yes,1.0,93,2
1100,Apartment,Hyper equipped,Renovated,,Yes,1.0,72,2
1005,Apartment,Not installed,Good,1060,No,1.0,75,1
1340,Apartment,Not installed,Good,1200,No,0.0,128,2
1400,Other,Not installed,Renovated,1180,No,1.0,100,2
1430,Apartment,Hyper equipped,Renovated,1200,Yes,1.0,110,2
975,Apartment,Hyper equipped,Renovated,1082,Yes,1.0,65,1
2600,Apartment,Hyper equipped,Renovated,1180,Yes,1.0,95,2
1150,Apartment,Not installed,Good,1150,No,0.0,128,2
1150,Apartment,Hyper equipped,Good,1050,Yes,1.0,128,1
700,Other,Not installed,Good,1070,No,0.0,128,1
1580,Other,Installed,Renovated,1000,Yes,1.0,95,2
1700,Other,Installed,Good,1200,Yes,1.0,165,3
1550,Other,Hyper equipped,Good,1070,Yes,1.0,130,2
725,Other,Not installed,Renovated,1060,Yes,1.0,128,2
2840,Other,Not installed,Renovated,1180,Yes,1.0,200,2
1500,Apartment,Not installed,Renovated,1060,Yes,1.0,128,2
950,Apartment,Semi equipped,Good,1050,Yes,1.0,104,1
1450,Other,Hyper equipped,Renovated,1050,Yes,1.0,85,2
725,Other,Installed,Renovated,,Yes,1.0,55,1
1490,Apartment,Hyper equipped,Renovated,1000,Yes,2.0,100,2
945,Apartment,Not installed,Good,1050,No,1.0,128,1
1050,Apartment,Installed,Good,1200,Yes,1.0,59,1
975,Apartment,Not installed,Good,,Yes,1.0,128,1
1000,Other,Installed,Renovated,1030,Yes,1.0,45,1
980,Apartment,Installed,Renovated,1120,No,1.0,75,1
1420,Apartment,Not installed,Good,,Yes,2.0,98,2
1500,Apartment,Hyper equipped,Good,,Yes,1.0,110,2
1340,Apartment,Semi equipped,Renovated,,Yes,1.0,120,2
880,Other,Semi equipped,Good,1000,Yes,1.0,40,1
825,Apartment,Installed,Good,,Yes,1.0,80,1
1420,Apartment,Hyper equipped,Renovated,1180,Yes,1.0,60,1
1140,Other,Hyper equipped,Renovated,,Yes,1.0,115,1
1400,Apartment,Hyper equipped,Renovated,1050,Yes,1.0,80,2
2250,Other,Installed,Good,,Yes,2.0,180,4
1350,Other,Hyper equipped,Good,1200,Yes,1.0,128,1
650,Other,Installed,Good,,No,1.0,39,1
1140,Apartment,Not installed,Renovated,1000,Yes,1.0,75,1
1380,Apartment,Not installed,Renovated,1190,Yes,1.0,130,2
1580,Apartment,Hyper equipped,Good,1040,Yes,1.0,90,2
1440,Apartment,Hyper equipped,Good,1180,No,1.0,95,2
1600,Apartment,Hyper equipped,Good,1180,No,1.0,70,1
1450,Other,Hyper equipped,Good,1180,No,2.0,107,2
1650,Apartment,Hyper equipped,Renovated,1150,Yes,1.0,110,2
1545,Apartment,Not installed,Good,1050,No,0.0,120,1
830,Other,Installed,Good,,Yes,1.0,36,1
1650,Apartment,Installed,Renovated,1030,Yes,1.0,80,2
1450,Other,Installed,Renovated,1030,Yes,2.0,100,2
2240,Other,Hyper equipped,Renovated,1081,Yes,3.0,170,2
1300,Apartment,Installed,Good,1200,Yes,1.0,100,2
1050,Apartment,Installed,Good,1090,Yes,1.0,101,2
1540,Apartment,Hyper equipped,Good,1083,Yes,2.0,115,3
880,Apartment,Semi equipped,Renovated,1200,Yes,1.0,35,1
1780,Apartment,Hyper equipped,Renovated,1150,Yes,2.0,130,2
1300,Other,Not installed,Renovated,,Yes,1.0,119,1
2000,Other,Installed,Renovated,1000,Yes,1.0,160,1
2085,Apartment,Hyper equipped,Renovated,1160,Yes,2.0,169,2
2200,Apartment,Hyper equipped,Renovated,1160,Yes,2.0,125,3
2950,Other,Hyper equipped,Good,1180,Yes,4.0,250,5
2900,Other,Hyper equipped,Good,1180,Yes,3.0,250,5
1650,Apartment,Hyper equipped,Good,1180,Yes,2.0,180,2
1650,Other,Hyper equipped,Good,1180,Yes,2.0,180,2
1200,Apartment,Hyper equipped,Renovated,1040,Yes,1.0,77,2
1200,Other,Installed,Renovated,1070,Yes,1.0,75,2
1100,Apartment,Installed,Renovated,1000,Yes,1.0,72,1
1290,Apartment,Installed,Good,1030,Yes,1.0,110,2
900,Apartment,Hyper equipped,Renovated,1050,Yes,1.0,65,1
950,Other,Hyper equipped,Good,1040,Yes,1.0,40,1
1420,Apartment,Hyper equipped,Good,1040,Yes,1.0,100,2
1135,Apartment,Hyper equipped,Renovated,1050,Yes,1.0,128,1
920,Apartment,Installed,Good,1090,Yes,1.0,80,1
1375,Apartment,Not installed,Good,1050,Yes,1.0,85,2
3750,Apartment,Not installed,Good,1050,Yes,2.0,275,4
1250,Other,Not installed,Good,1030,No,0.0,121,2
1180,Apartment,Hyper equipped,Good,1190,Yes,1.0,73,2
2450,Apartment,Hyper equipped,Renovated,1000,Yes,2.0,108,3
1515,Other,Installed,Renovated,1200,Yes,1.0,97,2
1325,Apartment,Installed,Renovated,,Yes,1.0,95,2
2600,Apartment,Hyper equipped,Renovated,1050,Yes,3.0,123,2
1200,Apartment,Not installed,Good,,Yes,1.0,95,2
2730,Apartment,Hyper equipped,Renovated,1050,Yes,3.0,122,2
2620,Apartment,Hyper equipped,Renovated,1050,Yes,3.0,123,2
875,Apartment,Semi equipped,Good,1070,Yes,1.0,70,1
886,Apartment,Installed,Good,1040,Yes,1.0,55,1
1800,Apartment,Installed,Renovated,1040,Yes,1.0,130,3
1490,Apartment,Hyper equipped,Good,1050,Yes,2.0,75,2
1400,Apartment,Installed,Good,1180,No,1.0,126,2
2200,Other,Hyper equipped,Renovated,,Yes,2.0,125,3
1450,Other,Installed,Renovated,1000,No,2.0,170,3
1440,Apartment,Hyper equipped,Renovated,1140,Yes,1.0,95,2
1800,Other,Installed,Good,,Yes,1.0,120,3
945,Apartment,Hyper equipped,Renovated,1200,Yes,1.0,64,1
1960,Apartment,Hyper equipped,Good,1040,Yes,1.0,166,2
1960,Apartment,Hyper equipped,Good,1150,Yes,1.0,166,2
1180,Other,Hyper equipped,Renovated,1050,Yes,1.0,90,1
1395,Apartment,Installed,Good,1040,Yes,1.0,95,2
1350,Apartment,Installed,Good,1180,Yes,1.0,71,2
3100,Other,Hyper equipped,Renovated,1180,Yes,3.0,203,4
1200,Apartment,Installed,Renovated,1050,Yes,1.0,85,2
1050,Apartment,Installed,Renovated,1000,Yes,1.0,60,1
1540,Apartment,Hyper equipped,Renovated,1180,Yes,2.0,110,2
1260,Apartment,Not installed,Good,1000,Yes,0.0,128,2
1425,Apartment,Hyper equipped,Good,1200,Yes,1.0,110,2
1260,Apartment,Installed,Good,1000,Yes,1.0,87,2
690,Apartment,Semi equipped,Good,,Yes,1.0,128,1
1850,Apartment,Not installed,Good,1180,Yes,1.0,140,2
2500,Other,Hyper equipped,Good,1180,Yes,1.0,170,3
1000,Apartment,Semi equipped,Renovated,1030,Yes,1.0,70,2
2159,Other,Not installed,Good,1150,No,2.0,135,4
1250,Apartment,Installed,Good,1000,Yes,1.0,76,2
2700,Other,Hyper equipped,Renovated,1050,Yes,1.0,164,3
1660,Apartment,Not installed,Good,1000,Yes,1.0,140,2
795,Other,Not installed,Good,1040,Yes,1.0,53,1
1700,Apartment,Hyper equipped,Good,1180,Yes,2.0,90,2
900,Other,Not installed,Renovated,1150,Yes,1.0,45,1
1430,Other,Hyper equipped,Renovated,1050,Yes,2.0,141,3
830,Other,Not installed,Renovated,1090,Yes,1.0,128,1
1050,Other,Semi equipped,Good,1050,Yes,1.0,53,1
3300,Apartment,Hyper equipped,Renovated,1050,Yes,4.0,198,4
4650,Apartment,Hyper equipped,Renovated,1050,Yes,2.0,186,3
4400,Apartment,Hyper equipped,Renovated,1050,Yes,4.0,215,3
1700,Other,Hyper equipped,Renovated,1050,Yes,1.0,110,2
1460,Apartment,Hyper equipped,Renovated,1190,Yes,1.0,112,2
1600,Apartment,Hyper equipped,Good,1000,Yes,1.0,65,1
2800,Other,Hyper equipped,Renovated,1000,Yes,2.0,266,3
1700,Apartment,Not installed,Renovated,1180,Yes,1.0,95,2
2450,Apartment,Hyper equipped,Renovated,1160,Yes,2.0,138,3
1200,Apartment,Installed,Renovated,1160,Yes,1.0,77,1
1330,Apartment,Hyper equipped,Renovated,1180,Yes,2.0,137,2
2300,Apartment,Hyper equipped,Renovated,1180,Yes,2.0,135,2
1650,Other,Installed,Renovated,1160,Yes,2.0,180,2
1400,Apartment,Installed,Renovated,1200,Yes,1.0,113,2
1720,Apartment,Hyper equipped,Renovated,1200,Yes,1.0,115,2
1450,Apartment,Hyper equipped,Renovated,1000,Yes,1.0,90,2
2660,Other,Hyper equipped,Renovated,1050,Yes,2.0,170,2
2000,Apartment,Hyper equipped,Renovated,,Yes,1.0,75,1
1485,Apartment,Installed,Good,1200,Yes,1.0,128,3
1800,Other,Installed,Good,,Yes,1.0,128,3
905,Apartment,Hyper equipped,Renovated,1020,Yes,1.0,56,1
900,Other,Not installed,Renovated,1000,Yes,1.0,55,1
1040,Apartment,Hyper equipped,Good,1150,Yes,1.0,73,2
1500,Apartment,Installed,Renovated,1050,Yes,1.0,88,1
2100,Other,Installed,Renovated,1200,Yes,1.0,128,3
930,Other,Semi equipped,Good,1000,Yes,1.0,64,1
785,Apartment,Semi equipped,Good,1000,No,1.0,128,2
1975,Apartment,Hyper equipped,Renovated,1000,Yes,2.0,120,2
1400,Apartment,Hyper equipped,Renovated,1000,Yes,1.0,127,1
1440,Apartment,Not installed,Good,,Yes,1.0,85,2
1170,Apartment,Not installed,Good,1040,Yes,1.0,71,2
1700,Apartment,Hyper equipped,Good,1000,Yes,1.0,131,3
1250,Apartment,Not installed,Renovated,1000,No,0.0,65,1
2950,Other,Hyper equipped,Renovated,1000,No,2.0,211,3
1250,Other,Hyper equipped,Good,1000,Yes,1.0,85,2
1300,Other,Installed,Renovated,1030,Yes,2.0,120,2
1750,Apartment,Hyper equipped,Renovated,1070,Yes,2.0,180,3
858,Apartment,Semi equipped,Renovated,1090,Yes,2.0,82,2
875,Apartment,Hyper equipped,Good,1040,Yes,1.0,50,1
1575,Apartment,Installed,Good,1040,Yes,1.0,65,1
1325,Apartment,Not installed,Good,1040,Yes,1.0,50,1
950,Apartment,Installed,Good,1020,No,1.0,90,2
1400,Apartment,Installed,Good,1050,Yes,1.0,105,1
1072,Other,Installed,Renovated,1030,Yes,1.0,62,1
1650,Apartment,Hyper equipped,Good,1040,Yes,1.0,105,2
1100,Apartment,Installed,Good,1050,No,1.0,50,1
2280,Other,Hyper equipped,Renovated,1050,Yes,2.0,130,3
1450,Apartment,Hyper equipped,Good,1040,Yes,1.0,107,2
1335,Apartment,Not installed,Renovated,1160,Yes,1.0,96,2
2800,Apartment,Installed,Good,1000,Yes,2.0,266,3
1575,Apartment,Hyper equipped,Good,1050,Yes,1.0,65,1
1390,Other,Installed,Good,1000,Yes,1.0,120,2
1440,Apartment,Installed,Renovated,1140,Yes,1.0,95,2
2100,Other,Not installed,Renovated,,Yes,2.0,170,4
1600,Apartment,Not installed,Good,1040,Yes,1.0,70,1
950,Apartment,Not installed,Renovated,1000,Yes,1.0,128,2
1050,Apartment,Hyper equipped,Good,1180,No,1.0,50,1
875,Other,Hyper equipped,Good,1160,Yes,1.0,45,1
1320,Apartment,Installed,Good,1140,Yes,1.0,102,2
1455,Other,Hyper equipped,Renovated,1070,Yes,2.0,128,3
1300,Apartment,Installed,Good,1180,Yes,1.0,115,2
916,Apartment,Installed,Renovated,1020,Yes,1.0,55,1
1410,Apartment,Hyper equipped,Renovated,1050,Yes,1.0,95,2
900,Apartment,Not installed,Good,1040,Yes,1.0,70,1
1650,Apartment,Hyper equipped,Renovated,1040,Yes,1.0,68,1
2250,Other,Installed,Good,,Yes,3.0,185,4
2745,Apartment,Installed,Good,1180,No,2.0,280,3
920,Apartment,Installed,Renovated,,Yes,1.0,68,1
1450,Other,Hyper equipped,Renovated,1030,Yes,1.0,107,2
1970,Apartment,Hyper equipped,Renovated,1050,Yes,2.0,100,2
1050,Apartment,Installed,Good,1030,Yes,1.0,56,1
1220,Apartment,Installed,Good,1000,No,1.0,86,1
1640,Apartment,Hyper equipped,Renovated,,Yes,1.0,128,3
4300,Apartment,Not installed,Renovated,1050,Yes,3.0,285,3
4300,Apartment,Not installed,Renovated,1050,Yes,3.0,285,3
1490,Apartment,Hyper equipped,Good,1140,Yes,1.0,106,3
1270,Apartment,Hyper equipped,Good,1050,Yes,1.0,78,2
1020,Apartment,Installed,Good,1070,Yes,1.0,116,1
2190,Apartment,Not installed,Good,1000,Yes,2.0,190,3
2040,Apartment,Hyper equipped,Good,1080,Yes,1.0,168,3
850,Apartment,Installed,Good,1050,No,1.0,50,1
1650,Apartment,Installed,Good,,Yes,2.0,120,2
895,Other,Installed,Renovated,1083,Yes,2.0,128,1
1375,Apartment,Hyper equipped,Renovated,1030,Yes,1.0,110,2
1045,Other,Installed,Renovated,1140,Yes,2.0,90,2
1120,Apartment,Not installed,Renovated,,No,1.0,112,1
1045,Apartment,Semi equipped,Good,1160,Yes,1.0,100,2
1450,Other,Not installed,Good,1200,Yes,2.0,100,3
4500,Apartment,Hyper equipped,Renovated,1050,Yes,5.0,290,5
2200,Other,Hyper equipped,Renovated,1000,Yes,2.0,100,2
1550,Apartment,Not installed,Renovated,1050,No,2.0,85,1
1870,Other,Hyper equipped,Good,,Yes,2.0,150,2
945,Apartment,Hyper equipped,Renovated,1200,Yes,1.0,63,1
1175,Apartment,Not installed,Good,1000,Yes,1.0,68,1
1150,Apartment,Not installed,Renovated,1000,Yes,1.0,50,1
1150,Apartment,Hyper equipped,Good,1000,Yes,1.0,78,1
2250,Other,Hyper equipped,Renovated,1020,Yes,2.0,165,3
1205,Apartment,Hyper equipped,Renovated,1040,Yes,2.0,75,1
1075,Apartment,Not installed,Renovated,1150,Yes,1.0,82,1
1600,Apartment,Hyper equipped,Renovated,1030,Yes,1.0,91,2
1180,Other,Hyper equipped,Good,1080,Yes,1.0,70,1
1780,Apartment,Hyper equipped,Renovated,1150,Yes,2.0,130,2
1300,Apartment,Installed,Renovated,1000,Yes,1.0,95,2
3300,Other,Not installed,Renovated,1050,Yes,4.0,250,4
1400,Apartment,Hyper equipped,Good,1000,Yes,2.0,100,2
2140,Apartment,Hyper equipped,Renovated,1160,Yes,2.0,110,3
1525,Apartment,Hyper equipped,Renovated,1050,Yes,2.0,100,2
765,Apartment,Hyper equipped,Good,1140,Yes,0.0,65,1
1550,Other,Not installed,Renovated,1050,Yes,2.0,120,2
2525,Other,Hyper equipped,Renovated,1050,Yes,2.0,151,2
2200,Apartment,Hyper equipped,Renovated,1050,Yes,1.0,100,2
1270,Apartment,Hyper equipped,Renovated,1081,Yes,2.0,80,1
1790,Apartment,Hyper equipped,Renovated,1081,Yes,2.0,115,3
1790,Apartment,Hyper equipped,Renovated,1081,Yes,2.0,125,3
1180,Apartment,Hyper equipped,Good,1180,Yes,2.0,90,1
1250,Other,Hyper equipped,Renovated,1180,Yes,1.0,94,2
1483,Other,Hyper equipped,Renovated,1081,Yes,2.0,125,2
1160,Apartment,Not installed,Good,1090,No,0.0,128,2
1600,Apartment,Hyper equipped,Renovated,1030,Yes,1.0,91,2
1600,Apartment,Hyper equipped,Renovated,,Yes,2.0,110,2
855,Apartment,Hyper equipped,Renovated,1020,Yes,1.0,65,1
2450,Apartment,Hyper equipped,Good,,Yes,2.0,120,2
1050,Other,Not installed,Good,,Yes,0.0,132,1
1420,Apartment,Not installed,Good,1180,No,1.0,92,2
1370,Apartment,Installed,Renovated,1070,Yes,2.0,120,2
1370,Apartment,Installed,Good,1000,Yes,1.0,97,2
899,Apartment,Installed,Good,1000,Yes,1.0,85,1
1800,Apartment,Hyper equipped,Good,1040,Yes,2.0,94,3
1040,Apartment,Not installed,Good,1040,Yes,0.0,77,2
825,Apartment,Installed,Good,1050,Yes,1.0,128,1
820,Apartment,Installed,Renovated,1050,Yes,1.0,42,1
2150,Other,Hyper equipped,Renovated,1180,Yes,2.0,150,4
1250,Apartment,Installed,Good,1050,No,1.0,110,2
1850,Other,Hyper equipped,Renovated,1180,Yes,2.0,150,4
1400,Apartment,Installed,Renovated,1050,Yes,1.0,110,1
1400,Apartment,Installed,Renovated,1050,Yes,1.0,110,1
2000,Apartment,Hyper equipped,Renovated,,Yes,2.0,130,2
1750,Apartment,Hyper equipped,Renovated,1060,Yes,1.0,110,2
1450,Other,Hyper equipped,Good,1030,Yes,1.0,107,2
1590,Apartment,Hyper equipped,Renovated,1040,Yes,1.0,70,1
1200,Apartment,Hyper equipped,Renovated,,Yes,1.0,70,2
1450,Other,Hyper equipped,Good,1040,Yes,2.0,107,2
1340,Apartment,Installed,Renovated,1200,Yes,1.0,128,3
2050,Other,Installed,Good,1000,Yes,2.0,130,3
2350,Other,Hyper equipped,Good,1000,Yes,4.0,160,4
1850,Other,Not installed,Good,1200,Yes,2.0,128,3
800,Other,Not installed,Good,1030,No,1.0,128,1
1325,Apartment,Hyper equipped,Renovated,1040,Yes,1.0,48,1
1590,Apartment,Hyper equipped,Renovated,1000,Yes,1.0,70,1
1040,Apartment,Installed,Good,,No,1.0,128,2
920,Other,Installed,Renovated,1160,Yes,1.0,45,1
850,Other,Hyper equipped,Good,1060,Yes,1.0,57,1
1400,Apartment,Hyper equipped,Good,1000,Yes,2.0,77,2
1000,Other,Installed,Renovated,1070,Yes,1.0,70,1
1625,Apartment,Hyper equipped,Good,1180,Yes,2.0,102,2
1350,Apartment,Not installed,Renovated,1030,Yes,1.0,100,2
2111,Apartment,Hyper equipped,Renovated,1160,Yes,2.0,128,2
1440,Apartment,Installed,Renovated,1040,Yes,1.0,128,1
1350,Other,Hyper equipped,Renovated,1000,No,1.0,128,2
925,Apartment,Semi equipped,Good,1200,Yes,1.0,65,1
1200,Apartment,Not installed,Renovated,1050,Yes,1.0,123,2
1680,Apartment,Hyper equipped,Renovated,1050,Yes,1.0,110,1
1680,Other,Hyper equipped,Renovated,1050,Yes,2.0,86,1
1820,Other,Hyper equipped,Renovated,1050,Yes,1.0,91,1
2300,Other,Hyper equipped,Good,1030,Yes,3.0,200,5
835,Apartment,Hyper equipped,Renovated,1040,Yes,1.0,55,1
1300,Other,Not installed,Good,1190,No,2.0,135,2
950,Apartment,Hyper equipped,Renovated,1070,Yes,1.0,54,1
1450,Apartment,Hyper equipped,Good,1050,Yes,2.0,107,2
1325,Apartment,Hyper equipped,Renovated,1040,Yes,1.0,48,1
1440,Apartment,Hyper equipped,Renovated,1140,Yes,1.0,95,2
1110,Other,Semi equipped,Renovated,1050,Yes,1.0,76,2
1140,Apartment,Hyper equipped,Renovated,1070,Yes,1.0,90,2
1140,Apartment,Hyper equipped,Renovated,1040,Yes,1.0,96,2
1670,Apartment,Installed,Good,1180,Yes,2.0,110,3
1110,Apartment,Hyper equipped,Good,1140,Yes,1.0,98,2
850,Apartment,Semi equipped,Good,1180,Yes,1.0,74,1
1000,Apartment,Hyper equipped,Renovated,1050,Yes,1.0,35,1
900,Apartment,Hyper equipped,Renovated,1150,Yes,1.0,57,1
1300,Apartment,Hyper equipped,Renovated,1150,Yes,1.0,96,2
1240,Apartment,Hyper equipped,Renovated,1180,Yes,1.0,80,1
1400,Apartment,Not installed,Renovated,1180,Yes,2.0,100,1
1600,Apartment,Not installed,Renovated,1180,Yes,2.0,130,2
1150,Other,Hyper equipped,Good,1060,Yes,2.0,100,2
1900,Apartment,Hyper equipped,Renovated,1000,Yes,2.0,155,2
1630,Apartment,Hyper equipped,Renovated,1200,Yes,2.0,120,2
1850,Apartment,Hyper equipped,Renovated,1000,Yes,2.0,126,2
2500,Other,Hyper equipped,Good,,No,2.0,128,3
1410,Apartment,Not installed,Good,1070,Yes,3.0,127,3
1710,Other,Hyper equipped,Good,,Yes,1.0,75,1
1059,Apartment,Hyper equipped,Renovated,1000,Yes,1.0,65,1
920,Apartment,Not installed,Good,,Yes,1.0,70,1
1870,Other,Semi equipped,Good,1081,Yes,2.0,120,2
1000,Apartment,Installed,Renovated,1180,Yes,1.0,58,1
1070,Apartment,Installed,Good,1180,Yes,1.0,63,1
2000,Apartment,Hyper equipped,Good,1180,Yes,2.0,112,3
770,Other,Not installed,Good,1200,No,1.0,35,1
1380,Other,Not installed,Renovated,1190,Yes,2.0,110,1
1450,Apartment,Hyper equipped,Renovated,1050,Yes,1.0,100,2
750,Apartment,Installed,Good,1210,Yes,1.0,62,1
920,Apartment,Not installed,Renovated,1070,No,1.0,128,1
1175,Apartment,Hyper equipped,Renovated,1060,Yes,1.0,112,2
755,Apartment,Installed,Renovated,1070,Yes,1.0,50,1
1170,Apartment,Hyper equipped,Renovated,1050,Yes,1.0,50,1
1175,Apartment,Installed,Good,1030,Yes,1.0,55,1
1590,Apartment,Hyper equipped,Renovated,1000,Yes,1.0,70,1
860,Other,Installed,Renovated,1190,Yes,0.0,128,1
1280,Other,Hyper equipped,Renovated,1030,Yes,1.0,131,2
1030,Apartment,Hyper equipped,Good,1030,Yes,1.0,85,1
3230,Apartment,Installed,Good,1200,Yes,3.0,250,3
1700,Apartment,Hyper equipped,Good,1040,Yes,2.0,70,1
1990,Other,Hyper equipped,Good,1050,Yes,3.0,180,3
695,Other,Installed,Renovated,1060,Yes,1.0,35,1
2270,Apartment,Installed,Good,1180,No,2.0,140,4
1220,Apartment,Installed,Good,,Yes,1.0,128,3
1475,Other,Semi equipped,Renovated,1030,Yes,2.0,150,5
1005,Apartment,Semi equipped,Good,1160,Yes,1.0,88,2
1500,Apartment,Hyper equipped,Good,1040,No,1.0,139,2
1615,Apartment,Not installed,Good,1050,Yes,1.0,100,2
1060,Apartment,Not installed,Good,1050,Yes,1.0,86,1
1315,Apartment,Not installed,Good,1050,Yes,1.0,75,2
1360,Other,Hyper equipped,Renovated,1150,Yes,2.0,100,3
765,Other,Installed,Good,1080,Yes,1.0,55,1
2700,Other,Hyper equipped,Renovated,1000,Yes,3.0,160,3
910,Apartment,Installed,Good,1180,No,1.0,60,1
2650,Other,Hyper equipped,Renovated,1040,Yes,3.0,160,3
2250,Apartment,Installed,Good,1180,Yes,2.0,145,3
850,Other,Hyper equipped,Renovated,1210,Yes,1.0,50,1
4100,Other,Hyper equipped,Renovated,1180,Yes,0.0,300,4
1350,Apartment,Semi equipped,Good,1000,Yes,1.0,77,1
950,Apartment,Installed,No renovated,1070,Yes,1.0,98,2
2250,Apartment,Hyper equipped,Renovated,1050,Yes,2.0,160,3
1350,Apartment,Hyper equipped,Good,1000,Yes,1.0,106,1
1400,Apartment,Hyper equipped,Good,1180,Yes,1.0,115,1
2650,Other,Installed,Renovated,1000,Yes,3.0,200,5
2250,Other,Hyper equipped,Renovated,1180,Yes,3.0,185,3
1700,Apartment,Installed,Good,1000,Yes,1.0,75,1
4300,Apartment,Hyper equipped,Renovated,1050,Yes,4.0,250,3
2660,Other,Hyper equipped,Renovated,1050,Yes,2.0,170,2
1300,Apartment,Not installed,Good,1200,Yes,1.0,60,1
4000,Other,Hyper equipped,Renovated,1050,Yes,3.0,210,3
4850,Apartment,Hyper equipped,Renovated,1050,Yes,2.0,240,3
1810,Apartment,Hyper equipped,Renovated,1180,Yes,2.0,113,3
2005,Other,Hyper equipped,Renovated,1180,Yes,2.0,120,3
1550,Other,Hyper equipped,Renovated,1050,Yes,2.0,92,2
2660,Other,Hyper equipped,Renovated,1050,Yes,2.0,170,2
2660,Other,Hyper equipped,Renovated,1050,Yes,2.0,170,2
1150,Apartment,Hyper equipped,Renovated,1000,Yes,1.0,100,1
1300,Apartment,Hyper equipped,Renovated,1200,Yes,1.0,105,2
1400,Apartment,Hyper equipped,Renovated,1200,Yes,1.0,102,2
1880,Other,Semi equipped,Renovated,1190,Yes,1.0,213,2
1450,Other,Hyper equipped,Renovated,1200,Yes,1.0,110,3
1050,Apartment,Not installed,Good,1160,Yes,1.0,85,1
2660,Other,Hyper equipped,Renovated,1180,Yes,2.0,170,2
1840,Other,Hyper equipped,Renovated,1180,Yes,2.0,140,3
2270,Other,Hyper equipped,Renovated,1180,Yes,2.0,157,4
1000,Apartment,Semi equipped,Good,1090,Yes,1.0,68,1
1900,Apartment,Hyper equipped,Renovated,1050,Yes,1.0,125,1
1375,Other,Not installed,Good,1050,Yes,1.0,100,3
1230,Apartment,Hyper equipped,Good,1150,Yes,1.0,110,2
1264,Other,Hyper equipped,Good,1000,Yes,1.0,70,2
1100,Other,Not installed,No renovated,1040,Yes,1.0,80,3
955,Apartment,Not installed,Good,1040,Yes,1.0,60,1
1264,Apartment,Hyper equipped,Good,1000,Yes,1.0,70,2
1100,Apartment,Not installed,No renovated,1040,Yes,1.0,80,3
1600,Other,Not installed,Good,1040,Yes,1.0,120,3
1050,Apartment,Not installed,Good,1000,Yes,1.0,53,1
840,Apartment,Not installed,Good,1040,Yes,1.0,65,1
875,Apartment,Not installed,Good,1040,Yes,1.0,45,1
1160,Apartment,Not installed,Good,1000,Yes,1.0,80,1
1160,Other,Not installed,Good,1000,Yes,1.0,80,1
1540,Apartment,Not installed,Renovated,1190,Yes,1.0,108,3
1300,Other,Semi equipped,Good,1090,Yes,2.0,140,3
1050,Apartment,Installed,Renovated,1120,Yes,1.0,82,2
950,Apartment,Installed,Renovated,1120,Yes,1.0,82,2
1610,Apartment,Hyper equipped,Renovated,1180,Yes,1.0,100,3
1100,Apartment,Installed,Renovated,1140,Yes,1.0,45,1
825,Apartment,Not installed,Good,1070,Yes,1.0,73,2
2250,Apartment,Hyper equipped,Renovated,,Yes,2.0,150,2
2660,Apartment,Hyper equipped,Renovated,,Yes,2.0,170,2
2660,Other,Not installed,Renovated,1050,Yes,2.0,170,2
1020,Apartment,Not installed,Renovated,1040,Yes,1.0,82,2
1050,Apartment,Installed,Good,1030,No,0.0,65,1
1000,Apartment,Not installed,Good,1040,No,1.0,128,1
1150,Apartment,Not installed,Good,1180,Yes,1.0,70,1
1190,Apartment,Semi equipped,Renovated,1080,Yes,1.0,102,2
550,Other,Installed,Good,1050,Yes,3.0,128,1
1205,Apartment,Hyper equipped,Good,1050,Yes,1.0,75,2
1050,Other,Installed,Good,1050,Yes,1.0,60,1
2660,Other,Not installed,Renovated,1050,Yes,2.0,170,2
1800,Apartment,Installed,Good,1050,No,0.0,170,1
1850,Apartment,Hyper equipped,Good,1150,Yes,1.0,125,2
1550,Apartment,Installed,Good,1040,Yes,1.0,128,2
1660,Apartment,Hyper equipped,Renovated,1160,Yes,2.0,122,3
1984,Apartment,Hyper equipped,Renovated,1081,Yes,0.0,141,3
1650,Apartment,Hyper equipped,Renovated,1050,Yes,1.0,105,1
700,Other,Semi equipped,Good,1210,No,1.0,128,1
3950,Other,Hyper equipped,Renovated,1000,Yes,4.0,260,4
1300,Apartment,Installed,Renovated,1040,Yes,1.0,100,2
2500,Other,Hyper equipped,Renovated,1200,Yes,3.0,211,4
1380,Apartment,Installed,Renovated,1030,Yes,1.0,120,2
1745,Apartment,Hyper equipped,Renovated,1030,Yes,1.0,130,2
1700,Apartment,Hyper equipped,Good,1160,Yes,2.0,95,2
885,Other,Hyper equipped,Good,1050,Yes,4.0,250,1
895,Apartment,Not installed,Good,1150,No,1.0,60,1
995,Apartment,Hyper equipped,Renovated,1180,No,1.0,70,2
1300,Apartment,Installed,Good,1180,Yes,1.0,85,2
1280,Apartment,Not installed,Renovated,1050,No,1.0,71,1
1390,Apartment,Installed,Good,1030,No,1.0,98,2
990,Apartment,Not installed,Good,1050,Yes,1.0,84,1
