target,kitchen_type,building_condition,postcode,tenement_building,double_glazing,furnished,bathroom,m2,bedrooms,number_bedrooms,Municipality
3150,Hyper equipped,Renovated,1150,No,Yes,No,2,135,15,3,Woluwe-St-Pierre
1515,Hyper equipped,Renovated,1140,No,Yes,No,1,96,15,2,Evere
2000,Hyper equipped,Good,1000,No,Yes,No,2,160,15,2,Brussels City
1420,Installed,No renovated,1150,No,Yes,No,2,89,12,2,Woluwe-St-Pierre
1100,Installed,Renovated,1200,No,Yes,No,2,88,13,2,Woluwe-Saint-Lambert
1350,Installed,Good,1150,No,Yes,No,1,100,15,2,Woluwe-St-Pierre
1800,Hyper equipped,Renovated,1000,No,Yes,Yes,1,100,10,1,Brussels City
1560,Installed,Renovated,1200,No,Yes,No,2,100,18,2,Woluwe-Saint-Lambert
1700,Hyper equipped,Renovated,1140,No,Yes,No,2,140,13,3,Evere
800,Installed,Good,1080,No,Yes,No,1,105,16,1,Molenbeek-Saint-Jean
780,Hyper equipped,Good,1200,No,Yes,No,1,50,10,1,Woluwe-Saint-Lambert
780,Semi equipped,Renovated,1050,No,Yes,No,1,55,10,1,Ixelles
1650,Hyper equipped,Renovated,1050,No,Yes,No,1,120,10,2,Ixelles
965,Installed,Good,1040,No,Yes,No,1,38,10,1,Etterbeek
1050,Installed,Renovated,1020,No,Yes,No,1,70,10,2,Laeken
1650,Semi equipped,Renovated,1050,No,Yes,Unknown,2,120,10,3,Ixelles
2020,Hyper equipped,Renovated,1040,No,Yes,Yes,1,110,10,3,Etterbeek
1625,Installed,Good,1180,No,Yes,No,2,88,15,2,Uccle
1440,Installed,Renovated,1160,No,Yes,No,1,97,10,2,Auderghem
3600,Installed,Good,1180,No,No,No,3,270,10,5,Uccle
3600,Installed,Good,1180,No,Yes,Yes,3,220,10,4,Uccle
1410,Hyper equipped,Renovated,1040,No,Yes,Unknown,1,128,12,2,Etterbeek
1035,Installed,Renovated,1050,No,Yes,No,1,80,10,1,Ixelles
1150,Hyper equipped,Good,1040,No,Yes,Yes,1,65,10,1,Etterbeek
1895,Not installed,Renovated,1200,No,Yes,Unknown,2,140,16,4,Woluwe-Saint-Lambert
1020,Not installed,Good,1180,No,Yes,Unknown,1,128,10,1,Uccle
820,Installed,Good,1060,No,No,No,1,45,10,1,Saint-Gilles
1135,Hyper equipped,Renovated,1200,No,Yes,No,1,64,10,1,Woluwe-Saint-Lambert
900,Hyper equipped,Renovated,1050,No,Yes,No,1,51,14,1,Ixelles
1350,Hyper equipped,Renovated,1000,No,Yes,No,1,71,15,2,Brussels City
1350,Semi equipped,Renovated,1000,No,Yes,No,2,68,15,2,Brussels City
1350,Hyper equipped,Good,1000,No,Yes,Unknown,2,71,15,2,Brussels City
1300,Hyper equipped,Renovated,1140,No,Yes,Unknown,1,85,13,2,Evere
910,Installed,Good,1150,No,Yes,Unknown,1,128,10,1,Woluwe-St-Pierre
1170,Hyper equipped,Good,1050,No,Yes,No,1,60,10,1,Ixelles
2751,Hyper equipped,Renovated,1040,No,Yes,Unknown,3,240,29,5,Etterbeek
2100,Installed,Good,1170,No,No,No,2,180,10,4,Watermael-Boitsfort
1675,Installed,Good,1050,No,No,Yes,2,100,10,1,Ixelles
2250,Installed,Good,1050,No,No,No,2,160,15,2,Ixelles
1650,Installed,Renovated,1050,No,Yes,Unknown,0,101,10,2,Ixelles
1390,Hyper equipped,Renovated,1180,No,Yes,No,1,90,10,2,Uccle
900,Semi equipped,Renovated,1190,No,Yes,No,1,55,12,1,Forest
1465,Not installed,Good,1030,No,Yes,No,2,79,10,2,Schaerbeek
795,Installed,Good,1050,No,No,No,1,40,10,1,Ixelles
2600,Hyper equipped,Good,1050,No,Yes,No,3,150,18,2,Ixelles
1350,Hyper equipped,Good,1050,No,Yes,No,1,80,12,2,Ixelles
1075,Not installed,Good,1000,No,Yes,No,1,75,12,2,Brussels City
2150,Hyper equipped,Good,1150,No,No,Unknown,2,145,35,3,Woluwe-St-Pierre
1250,Installed,Good,1060,No,Yes,Unknown,1,85,10,2,Saint-Gilles
1500,Installed,Renovated,1190,No,Yes,No,1,100,12,2,Forest
1700,Hyper equipped,Good,1150,No,Yes,Unknown,1,100,10,2,Woluwe-St-Pierre
1425,Not installed,Renovated,1180,No,Yes,No,2,90,15,2,Uccle
2550,Not installed,Good,1150,No,Yes,No,2,160,10,3,Woluwe-St-Pierre
1700,Not installed,Good,1030,No,Yes,No,0,135,10,1,Schaerbeek
2400,Not installed,Renovated,1050,No,Yes,No,1,153,10,2,Ixelles
2030,Installed,Good,1050,No,Yes,Yes,1,110,25,3,Ixelles
2700,Hyper equipped,Good,1180,No,No,No,4,235,10,5,Uccle
1400,Not installed,Good,1030,No,Yes,No,0,142,10,3,Schaerbeek
1500,Hyper equipped,Good,1030,No,Yes,No,2,128,10,3,Schaerbeek
1450,Not installed,Good,1060,No,Yes,Unknown,2,128,10,2,Saint-Gilles
3100,Not installed,Renovated,1150,No,Yes,Yes,2,220,25,4,Woluwe-St-Pierre
950,Hyper equipped,Renovated,1150,No,Yes,No,1,56,12,1,Woluwe-St-Pierre
1270,Not installed,Good,1180,No,Yes,No,1,96,10,2,Uccle
795,Not installed,Good,1050,No,Yes,No,1,45,10,1,Ixelles
1500,Not installed,Renovated,1190,No,Yes,Unknown,1,94,16,2,Forest
1090,Semi equipped,Good,1000,No,Yes,Yes,1,56,11,1,Brussels City
1040,Hyper equipped,Good,1050,No,Yes,No,1,60,10,1,Ixelles
2570,Hyper equipped,Renovated,1180,No,Yes,Unknown,2,201,30,3,Uccle
2000,Installed,Renovated,1000,No,Yes,Unknown,2,160,15,2,Brussels City
750,Not installed,Good,1210,No,No,Unknown,0,50,10,2,Saint-Josse-ten-Noode
2210,Hyper equipped,Good,1180,No,Yes,No,2,160,10,2,Uccle
1000,Hyper equipped,Renovated,1160,No,Yes,No,1,40,11,1,Auderghem
1075,Hyper equipped,Renovated,1050,No,No,No,1,95,10,1,Ixelles
1125,Not installed,Good,1180,No,No,No,1,65,10,1,Uccle
1180,Installed,Good,1040,No,No,No,1,75,11,2,Etterbeek
2250,Not installed,Renovated,1180,No,No,No,2,185,10,3,Uccle
890,Semi equipped,Renovated,1050,No,No,Unknown,2,85,10,2,Ixelles
965,Not installed,Good,1180,No,Yes,No,0,70,10,1,Uccle
960,Installed,Renovated,1180,No,Yes,Yes,1,128,10,1,Uccle
820,Not installed,Good,1040,No,Yes,Yes,1,43,10,1,Etterbeek
1750,Hyper equipped,Renovated,1050,No,Yes,No,3,95,10,2,Ixelles
950,Hyper equipped,Renovated,1000,No,Yes,Yes,1,60,16,1,Brussels City
2720,Hyper equipped,Renovated,1050,No,Yes,No,2,150,16,3,Ixelles
1250,Installed,Good,1200,No,Yes,No,1,100,12,2,Woluwe-Saint-Lambert
3000,Hyper equipped,Renovated,1040,No,Yes,Unknown,4,240,18,4,Etterbeek
1750,Hyper equipped,Good,1040,No,Yes,No,1,120,14,2,Etterbeek
1250,Installed,Renovated,1000,No,Yes,No,1,125,20,2,Brussels City
1650,Hyper equipped,Renovated,1030,No,Yes,Unknown,1,129,14,2,Schaerbeek
1170,Hyper equipped,Good,1200,No,No,Yes,1,55,10,1,Woluwe-Saint-Lambert
1350,Installed,Renovated,1000,No,No,Unknown,2,72,10,1,Brussels City
1150,Installed,Renovated,1020,No,Yes,Unknown,1,93,11,2,Laeken
1005,Not installed,Good,1060,No,No,Unknown,1,75,16,1,Saint-Gilles
1340,Not installed,Good,1200,No,No,Yes,0,128,10,2,Woluwe-Saint-Lambert
1400,Not installed,Renovated,1180,No,No,Unknown,1,100,10,2,Uccle
1430,Hyper equipped,Renovated,1200,No,Yes,Unknown,1,110,10,2,Woluwe-Saint-Lambert
975,Hyper equipped,Renovated,1082,No,Yes,Unknown,1,65,14,1,Berchem-Sainte-Agathe
2600,Hyper equipped,Renovated,1180,No,Yes,Yes,1,95,16,2,Uccle
1150,Not installed,Good,1150,No,No,Unknown,0,128,10,2,Woluwe-St-Pierre
1150,Hyper equipped,Good,1050,No,Yes,Yes,1,128,65,1,Ixelles
700,Not installed,Good,1070,No,No,Yes,0,128,10,1,Anderlecht
1580,Installed,Renovated,1000,No,Yes,Yes,1,95,20,2,Brussels City
1700,Installed,Good,1200,No,Yes,Unknown,1,165,16,3,Woluwe-Saint-Lambert
1550,Hyper equipped,Good,1070,No,Yes,No,1,130,16,2,Anderlecht
725,Not installed,Renovated,1060,No,Yes,Unknown,1,128,10,2,Saint-Gilles
2840,Not installed,Renovated,1180,No,Yes,Yes,1,200,20,2,Uccle
1500,Not installed,Renovated,1060,No,Yes,Unknown,1,128,16,2,Saint-Gilles
950,Semi equipped,Good,1050,No,Yes,Unknown,1,104,15,1,Ixelles
1450,Hyper equipped,Renovated,1050,No,Yes,No,1,85,10,2,Ixelles
1490,Hyper equipped,Renovated,1000,No,Yes,No,2,100,15,2,Brussels City
945,Not installed,Good,1050,No,No,Unknown,1,128,20,1,Ixelles
1050,Installed,Good,1200,No,Yes,No,1,59,9,1,Woluwe-Saint-Lambert
1000,Installed,Renovated,1030,No,Yes,Yes,1,45,5,1,Schaerbeek
980,Installed,Renovated,1120,No,No,Unknown,1,75,10,1,Neder-over-Heembeek
880,Semi equipped,Good,1000,No,Yes,Unknown,1,40,10,1,Brussels City
1420,Hyper equipped,Renovated,1180,No,Yes,No,1,60,19,1,Uccle
1400,Hyper equipped,Renovated,1050,No,Yes,Unknown,1,80,10,2,Ixelles
1350,Hyper equipped,Good,1200,No,Yes,Yes,1,128,60,1,Woluwe-Saint-Lambert
1140,Not installed,Renovated,1000,No,Yes,Unknown,1,75,12,1,Brussels City
1380,Not installed,Renovated,1190,No,Yes,Unknown,1,130,14,2,Forest
1580,Hyper equipped,Good,1040,No,Yes,Unknown,1,90,14,2,Etterbeek
1440,Hyper equipped,Good,1180,No,No,No,1,95,10,2,Uccle
1600,Hyper equipped,Good,1180,No,No,Yes,1,70,10,1,Uccle
1450,Hyper equipped,Good,1180,No,No,Yes,2,107,10,2,Uccle
1650,Hyper equipped,Renovated,1150,No,Yes,Unknown,1,110,13,2,Woluwe-St-Pierre
1545,Not installed,Good,1050,No,No,No,0,120,10,1,Ixelles
1650,Installed,Renovated,1030,No,Yes,Yes,1,80,14,2,Schaerbeek
1450,Installed,Renovated,1030,No,Yes,Yes,2,100,15,2,Schaerbeek
2240,Hyper equipped,Renovated,1081,No,Yes,Yes,3,170,16,2,Koekelberg
1300,Installed,Good,1200,No,Yes,Yes,1,100,13,2,Woluwe-Saint-Lambert
1050,Installed,Good,1090,No,Yes,No,1,101,16,2,Jette
1540,Hyper equipped,Good,1083,No,Yes,No,2,115,14,3,Ganshoren
880,Semi equipped,Renovated,1200,No,Yes,No,1,35,7,1,Woluwe-Saint-Lambert
1780,Hyper equipped,Renovated,1150,No,Yes,No,2,130,16,2,Woluwe-St-Pierre
2000,Installed,Renovated,1000,No,Yes,No,1,160,10,1,Brussels City
2085,Hyper equipped,Renovated,1160,No,Yes,No,2,169,21,2,Auderghem
2200,Hyper equipped,Renovated,1160,No,Yes,No,2,125,10,3,Auderghem
2950,Hyper equipped,Good,1180,No,Yes,No,4,250,19,5,Uccle
2900,Hyper equipped,Good,1180,No,Yes,No,3,250,29,5,Uccle
1650,Hyper equipped,Good,1180,No,Yes,No,2,180,16,2,Uccle
1650,Hyper equipped,Good,1180,No,Yes,No,2,180,16,2,Uccle
1200,Hyper equipped,Renovated,1040,No,Yes,Unknown,1,77,14,2,Etterbeek
1200,Installed,Renovated,1070,No,Yes,Unknown,1,75,14,2,Anderlecht
1100,Installed,Renovated,1000,No,Yes,Unknown,1,72,10,1,Brussels City
1290,Installed,Good,1030,No,Yes,No,1,110,10,2,Schaerbeek
900,Hyper equipped,Renovated,1050,No,Yes,No,1,65,10,1,Ixelles
950,Hyper equipped,Good,1040,No,Yes,No,1,40,10,1,Etterbeek
1420,Hyper equipped,Good,1040,No,Yes,Yes,1,100,10,2,Etterbeek
1135,Hyper equipped,Renovated,1050,No,Yes,No,1,128,10,1,Ixelles
920,Installed,Good,1090,No,Yes,No,1,80,10,1,Jette
1375,Not installed,Good,1050,No,Yes,No,1,85,10,2,Ixelles
3750,Not installed,Good,1050,No,Yes,No,2,275,10,4,Ixelles
1250,Not installed,Good,1030,No,No,No,0,121,10,2,Schaerbeek
1180,Hyper equipped,Good,1190,No,Yes,No,1,73,9,2,Forest
2450,Hyper equipped,Renovated,1000,No,Yes,No,2,108,10,3,Brussels City
1515,Installed,Renovated,1200,No,Yes,Unknown,1,97,13,2,Woluwe-Saint-Lambert
2600,Hyper equipped,Renovated,1050,No,Yes,No,3,123,20,2,Ixelles
2730,Hyper equipped,Renovated,1050,No,Yes,No,3,122,20,2,Ixelles
2620,Hyper equipped,Renovated,1050,No,Yes,No,3,123,20,2,Ixelles
875,Semi equipped,Good,1070,No,Yes,No,1,70,10,1,Anderlecht
886,Installed,Good,1040,No,Yes,No,1,55,10,1,Etterbeek
1800,Installed,Renovated,1040,No,Yes,No,1,130,15,3,Etterbeek
1490,Hyper equipped,Good,1050,No,Yes,Yes,2,75,10,2,Ixelles
1400,Installed,Good,1180,No,No,Unknown,1,126,16,2,Uccle
1450,Installed,Renovated,1000,No,No,Unknown,2,170,18,3,Brussels City
1440,Hyper equipped,Renovated,1140,No,Yes,No,1,95,15,2,Evere
945,Hyper equipped,Renovated,1200,No,Yes,No,1,64,10,1,Woluwe-Saint-Lambert
1960,Hyper equipped,Good,1040,No,Yes,No,1,166,25,2,Etterbeek
1960,Hyper equipped,Good,1150,No,Yes,No,1,166,25,2,Woluwe-St-Pierre
1180,Hyper equipped,Renovated,1050,No,Yes,Yes,1,90,10,1,Ixelles
1395,Installed,Good,1040,No,Yes,No,1,95,20,2,Etterbeek
1350,Installed,Good,1180,No,Yes,No,1,71,10,2,Uccle
3100,Hyper equipped,Renovated,1180,No,Yes,No,3,203,19,4,Uccle
1200,Installed,Renovated,1050,No,Yes,No,1,85,14,2,Ixelles
1050,Installed,Renovated,1000,No,Yes,No,1,60,18,1,Brussels City
1540,Hyper equipped,Renovated,1180,No,Yes,No,2,110,24,2,Uccle
1260,Not installed,Good,1000,No,Yes,Unknown,0,128,10,2,Brussels City
1425,Hyper equipped,Good,1200,No,Yes,No,1,110,10,2,Woluwe-Saint-Lambert
1260,Installed,Good,1000,No,Yes,No,1,87,13,2,Brussels City
1850,Not installed,Good,1180,No,Yes,No,1,140,10,2,Uccle
2500,Hyper equipped,Good,1180,No,Yes,No,1,170,10,3,Uccle
1000,Semi equipped,Renovated,1030,No,Yes,No,1,70,10,2,Schaerbeek
2159,Not installed,Good,1150,No,No,Unknown,2,135,10,4,Woluwe-St-Pierre
1250,Installed,Good,1000,No,Yes,Unknown,1,76,10,2,Brussels City
2700,Hyper equipped,Renovated,1050,No,Yes,No,1,164,21,3,Ixelles
1660,Not installed,Good,1000,No,Yes,No,1,140,14,2,Brussels City
795,Not installed,Good,1040,No,Yes,Yes,1,53,10,1,Etterbeek
1700,Hyper equipped,Good,1180,No,Yes,Unknown,2,90,15,2,Uccle
900,Not installed,Renovated,1150,No,Yes,Unknown,1,45,10,1,Woluwe-St-Pierre
1430,Hyper equipped,Renovated,1050,No,Yes,No,2,141,10,3,Ixelles
830,Not installed,Renovated,1090,No,Yes,Yes,1,128,42,1,Jette
1050,Semi equipped,Good,1050,No,Yes,No,1,53,10,1,Ixelles
3300,Hyper equipped,Renovated,1050,No,Yes,No,4,198,16,4,Ixelles
4650,Hyper equipped,Renovated,1050,No,Yes,No,2,186,18,3,Ixelles
4400,Hyper equipped,Renovated,1050,No,Yes,No,4,215,23,3,Ixelles
1700,Hyper equipped,Renovated,1050,No,Yes,Yes,1,110,10,2,Ixelles
1460,Hyper equipped,Renovated,1190,No,Yes,No,1,112,13,2,Forest
1600,Hyper equipped,Good,1000,No,Yes,Yes,1,65,12,1,Brussels City
2800,Hyper equipped,Renovated,1000,No,Yes,No,2,266,18,3,Brussels City
1700,Not installed,Renovated,1180,No,Yes,No,1,95,17,2,Uccle
2450,Hyper equipped,Renovated,1160,No,Yes,No,2,138,10,3,Auderghem
1200,Installed,Renovated,1160,No,Yes,Yes,1,77,15,1,Auderghem
1330,Hyper equipped,Renovated,1180,No,Yes,No,2,137,20,2,Uccle
2300,Hyper equipped,Renovated,1180,No,Yes,No,2,135,15,2,Uccle
1650,Installed,Renovated,1160,No,Yes,No,2,180,16,2,Auderghem
1400,Installed,Renovated,1200,No,Yes,No,1,113,14,2,Woluwe-Saint-Lambert
1720,Hyper equipped,Renovated,1200,No,Yes,Yes,1,115,18,2,Woluwe-Saint-Lambert
1450,Hyper equipped,Renovated,1000,No,Yes,Yes,1,90,15,2,Brussels City
2660,Hyper equipped,Renovated,1050,No,Yes,No,2,170,15,2,Ixelles
1485,Installed,Good,1200,No,Yes,Unknown,1,128,10,3,Woluwe-Saint-Lambert
905,Hyper equipped,Renovated,1020,No,Yes,Unknown,1,56,10,1,Laeken
900,Not installed,Renovated,1000,No,Yes,Unknown,1,55,10,1,Brussels City
1040,Hyper equipped,Good,1150,No,Yes,Unknown,1,73,10,2,Woluwe-St-Pierre
1500,Installed,Renovated,1050,No,Yes,Yes,1,88,18,1,Ixelles
2100,Installed,Renovated,1200,No,Yes,Unknown,1,128,10,3,Woluwe-Saint-Lambert
930,Semi equipped,Good,1000,No,Yes,No,1,64,10,1,Brussels City
785,Semi equipped,Good,1000,No,No,Unknown,1,128,65,2,Brussels City
1975,Hyper equipped,Renovated,1000,No,Yes,No,2,120,15,2,Brussels City
1400,Hyper equipped,Renovated,1000,No,Yes,No,1,127,10,1,Brussels City
1170,Not installed,Good,1040,No,Yes,No,1,71,10,2,Etterbeek
1700,Hyper equipped,Good,1000,No,Yes,No,1,131,16,3,Brussels City
1250,Not installed,Renovated,1000,No,No,Yes,0,65,20,1,Brussels City
2950,Hyper equipped,Renovated,1000,No,No,Unknown,2,211,10,3,Brussels City
1250,Hyper equipped,Good,1000,No,Yes,No,1,85,15,2,Brussels City
1300,Installed,Renovated,1030,No,Yes,No,2,120,15,2,Schaerbeek
1750,Hyper equipped,Renovated,1070,No,Yes,Unknown,2,180,10,3,Anderlecht
858,Semi equipped,Renovated,1090,No,Yes,Unknown,2,82,13,2,Jette
875,Hyper equipped,Good,1040,No,Yes,Yes,1,50,10,1,Etterbeek
1575,Installed,Good,1040,No,Yes,Yes,1,65,10,1,Etterbeek
1325,Not installed,Good,1040,No,Yes,Yes,1,50,10,1,Etterbeek
950,Installed,Good,1020,No,No,No,1,90,10,2,Laeken
1400,Installed,Good,1050,No,Yes,Unknown,1,105,29,1,Ixelles
1072,Installed,Renovated,1030,No,Yes,No,1,62,14,1,Schaerbeek
1650,Hyper equipped,Good,1040,No,Yes,Yes,1,105,10,2,Etterbeek
1100,Installed,Good,1050,No,No,Yes,1,50,10,1,Ixelles
2280,Hyper equipped,Renovated,1050,No,Yes,No,2,130,15,3,Ixelles
1450,Hyper equipped,Good,1040,No,Yes,Yes,1,107,10,2,Etterbeek
1335,Not installed,Renovated,1160,No,Yes,No,1,96,14,2,Auderghem
2800,Installed,Good,1000,No,Yes,No,2,266,17,3,Brussels City
1575,Hyper equipped,Good,1050,No,Yes,Yes,1,65,12,1,Ixelles
1390,Installed,Good,1000,No,Yes,No,1,120,13,2,Brussels City
1440,Installed,Renovated,1140,No,Yes,No,1,95,15,2,Evere
1600,Not installed,Good,1040,No,Yes,Yes,1,70,10,1,Etterbeek
950,Not installed,Renovated,1000,No,Yes,Unknown,1,128,10,2,Brussels City
1050,Hyper equipped,Good,1180,No,No,Yes,1,50,10,1,Uccle
875,Hyper equipped,Good,1160,No,Yes,Yes,1,45,8,1,Auderghem
1320,Installed,Good,1140,No,Yes,No,1,102,16,2,Evere
1455,Hyper equipped,Renovated,1070,No,Yes,No,2,128,10,3,Anderlecht
1300,Installed,Good,1180,No,Yes,No,1,115,22,2,Uccle
916,Installed,Renovated,1020,No,Yes,No,1,55,10,1,Laeken
1410,Hyper equipped,Renovated,1050,No,Yes,No,1,95,10,2,Ixelles
900,Not installed,Good,1040,No,Yes,No,1,70,10,1,Etterbeek
1650,Hyper equipped,Renovated,1040,No,Yes,Yes,1,68,12,1,Etterbeek
2745,Installed,Good,1180,No,No,No,2,280,10,3,Uccle
1450,Hyper equipped,Renovated,1030,No,Yes,Yes,1,107,15,2,Schaerbeek
1970,Hyper equipped,Renovated,1050,No,Yes,Yes,2,100,15,2,Ixelles
1050,Installed,Good,1030,No,Yes,Yes,1,56,7,1,Schaerbeek
1220,Installed,Good,1000,No,No,No,1,86,18,1,Brussels City
4300,Not installed,Renovated,1050,No,Yes,No,3,285,30,3,Ixelles
4300,Not installed,Renovated,1050,No,Yes,No,3,285,30,3,Ixelles
1490,Hyper equipped,Good,1140,No,Yes,No,1,106,10,3,Evere
1270,Hyper equipped,Good,1050,No,Yes,No,1,78,10,2,Ixelles
1020,Installed,Good,1070,No,Yes,No,1,116,14,1,Anderlecht
2190,Not installed,Good,1000,No,Yes,No,2,190,10,3,Brussels City
2040,Hyper equipped,Good,1080,No,Yes,No,1,168,12,3,Molenbeek-Saint-Jean
850,Installed,Good,1050,No,No,No,1,50,11,1,Ixelles
895,Installed,Renovated,1083,No,Yes,Unknown,2,128,90,1,Ganshoren
1375,Hyper equipped,Renovated,1030,No,Yes,Unknown,1,110,16,2,Schaerbeek
1045,Installed,Renovated,1140,No,Yes,Unknown,2,90,20,2,Evere
1045,Semi equipped,Good,1160,No,Yes,No,1,100,16,2,Auderghem
1450,Not installed,Good,1200,No,Yes,No,2,100,10,3,Woluwe-Saint-Lambert
4500,Hyper equipped,Renovated,1050,No,Yes,No,5,290,20,5,Ixelles
2200,Hyper equipped,Renovated,1000,No,Yes,Yes,2,100,10,2,Brussels City
1550,Not installed,Renovated,1050,No,No,Yes,2,85,10,1,Ixelles
945,Hyper equipped,Renovated,1200,No,Yes,No,1,63,20,1,Woluwe-Saint-Lambert
1175,Not installed,Good,1000,No,Yes,No,1,68,14,1,Brussels City
1150,Not installed,Renovated,1000,No,Yes,No,1,50,17,1,Brussels City
1150,Hyper equipped,Good,1000,No,Yes,No,1,78,15,1,Brussels City
2250,Hyper equipped,Renovated,1020,No,Yes,No,2,165,35,3,Laeken
1205,Hyper equipped,Renovated,1040,No,Yes,No,2,75,13,1,Etterbeek
1075,Not installed,Renovated,1150,No,Yes,No,1,82,13,1,Woluwe-St-Pierre
1600,Hyper equipped,Renovated,1030,No,Yes,No,1,91,14,2,Schaerbeek
1180,Hyper equipped,Good,1080,No,Yes,No,1,70,10,1,Molenbeek-Saint-Jean
1780,Hyper equipped,Renovated,1150,No,Yes,No,2,130,17,2,Woluwe-St-Pierre
1300,Installed,Renovated,1000,No,Yes,No,1,95,17,2,Brussels City
3300,Not installed,Renovated,1050,No,Yes,No,4,250,35,4,Ixelles
1400,Hyper equipped,Good,1000,No,Yes,No,2,100,15,2,Brussels City
2140,Hyper equipped,Renovated,1160,No,Yes,No,2,110,10,3,Auderghem
1525,Hyper equipped,Renovated,1050,No,Yes,No,2,100,12,2,Ixelles
765,Hyper equipped,Good,1140,No,Yes,Unknown,0,65,12,1,Evere
1550,Not installed,Renovated,1050,No,Yes,No,2,120,16,2,Ixelles
2525,Hyper equipped,Renovated,1050,No,Yes,No,2,151,18,2,Ixelles
2200,Hyper equipped,Renovated,1050,No,Yes,Yes,1,100,16,2,Ixelles
1270,Hyper equipped,Renovated,1081,No,Yes,No,2,80,16,1,Koekelberg
1790,Hyper equipped,Renovated,1081,No,Yes,No,2,115,16,3,Koekelberg
1790,Hyper equipped,Renovated,1081,No,Yes,No,2,125,16,3,Koekelberg
1180,Hyper equipped,Good,1180,No,Yes,No,2,90,20,1,Uccle
1250,Hyper equipped,Renovated,1180,No,Yes,No,1,94,14,2,Uccle
1483,Hyper equipped,Renovated,1081,No,Yes,Unknown,2,125,10,2,Koekelberg
1160,Not installed,Good,1090,No,No,No,0,128,10,2,Jette
1600,Hyper equipped,Renovated,1030,No,Yes,No,1,91,14,2,Schaerbeek
855,Hyper equipped,Renovated,1020,No,Yes,No,1,65,10,1,Laeken
1420,Not installed,Good,1180,No,No,No,1,92,18,2,Uccle
1370,Installed,Renovated,1070,No,Yes,Unknown,2,120,17,2,Anderlecht
1370,Installed,Good,1000,No,Yes,No,1,97,10,2,Brussels City
899,Installed,Good,1000,No,Yes,No,1,85,15,1,Brussels City
1800,Hyper equipped,Good,1040,No,Yes,No,2,94,10,3,Etterbeek
1040,Not installed,Good,1040,No,Yes,No,0,77,10,2,Etterbeek
825,Installed,Good,1050,No,Yes,Unknown,1,128,10,1,Ixelles
820,Installed,Renovated,1050,No,Yes,Unknown,1,42,10,1,Ixelles
2150,Hyper equipped,Renovated,1180,No,Yes,Yes,2,150,10,4,Uccle
1250,Installed,Good,1050,No,No,No,1,110,10,2,Ixelles
1850,Hyper equipped,Renovated,1180,No,Yes,Unknown,2,150,10,4,Uccle
1400,Installed,Renovated,1050,No,Yes,No,1,110,10,1,Ixelles
1400,Installed,Renovated,1050,No,Yes,No,1,110,10,1,Ixelles
1750,Hyper equipped,Renovated,1060,No,Yes,No,1,110,12,2,Saint-Gilles
1450,Hyper equipped,Good,1030,No,Yes,Yes,1,107,15,2,Schaerbeek
1590,Hyper equipped,Renovated,1040,No,Yes,Yes,1,70,15,1,Etterbeek
1450,Hyper equipped,Good,1040,No,Yes,Yes,2,107,15,2,Etterbeek
1340,Installed,Renovated,1200,No,Yes,Unknown,1,128,10,3,Woluwe-Saint-Lambert
2050,Installed,Good,1000,No,Yes,Unknown,2,130,26,3,Brussels City
2350,Hyper equipped,Good,1000,No,Yes,Unknown,4,160,17,4,Brussels City
1850,Not installed,Good,1200,No,Yes,No,2,128,22,3,Woluwe-Saint-Lambert
800,Not installed,Good,1030,No,No,Yes,1,128,10,1,Schaerbeek
1325,Hyper equipped,Renovated,1040,No,Yes,Yes,1,48,14,1,Etterbeek
1590,Hyper equipped,Renovated,1000,No,Yes,Yes,1,70,15,1,Brussels City
920,Installed,Renovated,1160,No,Yes,Unknown,1,45,10,1,Auderghem
850,Hyper equipped,Good,1060,No,Yes,No,1,57,10,1,Saint-Gilles
1400,Hyper equipped,Good,1000,No,Yes,Unknown,2,77,14,2,Brussels City
1000,Installed,Renovated,1070,No,Yes,Unknown,1,70,13,1,Anderlecht
1625,Hyper equipped,Good,1180,No,Yes,Unknown,2,102,15,2,Uccle
1350,Not installed,Renovated,1030,No,Yes,No,1,100,20,2,Schaerbeek
2111,Hyper equipped,Renovated,1160,No,Yes,No,2,128,10,2,Auderghem
1440,Installed,Renovated,1040,No,Yes,Yes,1,128,10,1,Etterbeek
1350,Hyper equipped,Renovated,1000,No,No,Yes,1,128,10,2,Brussels City
925,Semi equipped,Good,1200,No,Yes,No,1,65,15,1,Woluwe-Saint-Lambert
1200,Not installed,Renovated,1050,No,Yes,Unknown,1,123,14,2,Ixelles
1680,Hyper equipped,Renovated,1050,No,Yes,No,1,110,12,1,Ixelles
1680,Hyper equipped,Renovated,1050,No,Yes,No,2,86,12,1,Ixelles
1820,Hyper equipped,Renovated,1050,No,Yes,No,1,91,9,1,Ixelles
2300,Hyper equipped,Good,1030,No,Yes,No,3,200,10,5,Schaerbeek
835,Hyper equipped,Renovated,1040,No,Yes,No,1,55,10,1,Etterbeek
1300,Not installed,Good,1190,No,No,No,2,135,10,2,Forest
950,Hyper equipped,Renovated,1070,No,Yes,Yes,1,54,15,1,Anderlecht
1450,Hyper equipped,Good,1050,No,Yes,Yes,2,107,15,2,Ixelles
1325,Hyper equipped,Renovated,1040,No,Yes,Yes,1,48,14,1,Etterbeek
1440,Hyper equipped,Renovated,1140,No,Yes,Yes,1,95,15,2,Evere
